West Germany, Exposure to risk (period 1x1), 	Last modified: 26 Sep 2017;  Methods Protocol: v6 (2017)

  Year          Age             Female            Male           Total
  1964         109                 0.50            0.00            0.50
  1964         110                 0.00            0.00            0.00
  1965           0            503545.19       530429.02      1033974.20
  1965           1            503636.50       529348.11      1032984.61
  1965           2            494275.55       518843.85      1013119.40
  1965           3            480823.06       504134.26       984957.33
  1965           4            468881.19       491470.72       960351.91
  1965           5            454361.16       477744.52       932105.68
  1965           6            440229.79       464101.02       904330.81
  1965           7            422148.36       445236.90       867385.26
  1965           8            411913.05       433410.60       845323.65
  1965           9            396355.74       416495.96       812851.70
  1965          10            386503.21       406278.27       792781.47
  1965          11            382304.66       400802.55       783107.21
  1965          12            379535.41       398105.56       777640.97
  1965          13            378871.46       397854.82       776726.28
  1965          14            382724.31       402070.61       784794.93
  1965          15            387640.24       408669.77       796310.01
  1965          16            384733.26       406445.00       791178.27
  1965          17            360177.84       380584.36       740762.20
  1965          18            356658.59       378161.48       734820.07
  1965          19            300834.27       318053.52       618887.79
  1965          20            338567.17       357114.17       695681.33
  1965          21            393396.83       417707.50       811104.33
  1965          22            392328.00       419265.33       811593.33
  1965          23            429108.00       465914.33       895022.33
  1965          24            489272.00       535933.33      1025205.33
  1965          25            504768.33       555559.67      1060328.00
  1965          26            487857.00       536632.67      1024489.67
  1965          27            460487.00       505591.17       966078.17
  1965          28            446481.67       489030.83       935512.50
  1965          29            441502.50       482868.00       924370.50
  1965          30            425367.17       465530.83       890898.00
  1965          31            376698.50       414116.33       790814.83
  1965          32            343305.33       376892.17       720197.50
  1965          33            354352.00       385781.00       740133.00
  1965          34            375888.00       407529.00       783417.00
  1965          35            388422.50       418615.17       807037.67
  1965          36            391690.50       419578.67       811269.17
  1965          37            392379.00       405409.00       797788.00
  1965          38            398089.83       376515.67       774605.50
  1965          39            418147.33       361322.67       779470.00
  1965          40            424823.00       337042.83       761865.83
  1965          41            422930.67       316721.83       739652.50
  1965          42            435896.67       326054.50       761951.17
  1965          43            460837.00       342398.50       803235.50
  1965          44            476255.50       346461.83       822717.33
  1965          45            423151.67       305724.83       728876.50
  1965          46            308143.00       224298.33       532441.33
  1965          47            243185.67       179032.83       422218.50
  1965          48            251808.00       185581.33       437389.33
  1965          49            307712.17       224209.00       531921.17
  1965          50            399010.83       287745.83       686756.67
  1965          51            450213.50       328673.17       778886.67
  1965          52            456869.17       341848.00       798717.17
  1965          53            450920.83       340641.00       791561.83
  1965          54            447677.33       336363.83       784041.17
  1965          55            458499.83       345702.50       804202.33
  1965          56            459428.50       349986.83       809415.33
  1965          57            448957.17       347822.17       796779.33
  1965          58            438293.50       343752.33       782045.83
  1965          59            424999.83       342694.00       767693.83
  1965          60            412933.17       342547.67       755480.83
  1965          61            401099.83       329196.17       730296.00
  1965          62            392997.33       318452.67       711450.00
  1965          63            388111.83       309913.33       698025.17
  1965          64            371831.67       292555.67       664387.33
  1965          65            354890.33       270775.00       625665.33
  1965          66            343708.50       246488.84       590197.34
  1965          67            329266.83       222530.34       551797.17
  1965          68            315988.33       203401.00       519389.34
  1965          69            301227.33       186340.67       487568.00
  1965          70            281219.17       168948.50       450167.67
  1965          71            265540.00       156605.00       422145.00
  1965          72            246670.17       145576.17       392246.33
  1965          73            229711.50       135928.00       365639.50
  1965          74            212177.33       125943.84       338121.17
  1965          75            194639.66       115945.67       310585.33
  1965          76            179378.83       107318.67       286697.50
  1965          77            161615.67        97713.83       259329.50
  1965          78            144173.00        87465.17       231638.17
  1965          79            127664.50        77529.17       205193.66
  1965          80            112754.44        69697.79       182452.23
  1965          81             97007.48        60313.91       157321.40
  1965          82             82892.55        51864.39       134756.93
  1965          83             69977.45        44186.21       114163.65
  1965          84             58167.37        36421.70        94589.06
  1965          85             47855.96        29822.38        77678.35
  1965          86             38943.74        24132.42        63076.15
  1965          87             30668.35        18996.63        49664.98
  1965          88             23557.14        14649.69        38206.83
  1965          89             17496.93        10792.43        28289.37
  1965          90             12466.57         7680.86        20147.43
  1965          91              8635.22         5248.63        13883.85
  1965          92              5863.20         3412.76         9275.96
  1965          93              3711.02         2085.89         5796.91
  1965          94              2410.51         1274.65         3685.16
  1965          95              1614.34          802.35         2416.70
  1965          96               920.67          453.74         1374.41
  1965          97               552.33          257.34          809.68
  1965          98               350.83          157.17          508.01
  1965          99               192.17           91.83          284.00
  1965         100                90.67           37.33          128.00
  1965         101                47.67           16.00           63.67
  1965         102                24.83            8.67           33.50
  1965         103                 7.50            2.50           10.00
  1965         104                 1.83            1.67            3.50
  1965         105                 0.00            0.67            0.67
  1965         106                 0.00            0.00            0.00
  1965         107                 0.00            0.50            0.50
  1965         108                 0.00            0.50            0.50
  1965         109                 0.33            0.00            0.33
  1965         110                 0.00            0.00            0.00
  1966           0            500061.05       525840.51      1025901.56
  1966           1            500720.49       526494.98      1027215.47
  1966           2            503643.04       529257.39      1032900.43
  1966           3            494763.68       519367.21      1014130.89
  1966           4            481463.52       504937.09       986400.62
  1966           5            469677.60       492281.81       961959.41
  1966           6            455078.83       478419.78       933498.61
  1966           7            440927.77       464725.21       905652.98
  1966           8            422953.01       446005.04       868958.05
  1966           9            412707.29       434162.80       846870.10
  1966          10            397270.78       417381.57       814652.35
  1966          11            387425.73       407150.94       794576.67
  1966          12            383232.47       401703.76       784936.23
  1966          13            380478.28       398923.21       779401.49
  1966          14            380113.44       399001.56       779115.00
  1966          15            384237.16       403722.76       787959.91
  1966          16            389675.49       410990.01       800665.49
  1966          17            387296.82       409977.01       797273.83
  1966          18            364909.62       387170.69       752080.31
  1966          19            362369.02       382968.39       745337.41
  1966          20            305793.17       319797.26       625590.43
  1966          21            342610.67       358871.00       701481.67
  1966          22            397018.67       420838.50       817857.17
  1966          23            395396.33       427396.00       822792.33
  1966          24            431810.67       474058.00       905868.67
  1966          25            491738.83       543510.33      1035249.17
  1966          26            506707.00       560722.50      1067429.50
  1966          27            489728.83       540183.50      1029912.33
  1966          28            462242.33       508358.67       970601.00
  1966          29            448019.33       491358.17       939377.50
  1966          30            443017.17       484789.67       927806.83
  1966          31            426832.33       467517.83       894350.17
  1966          32            377920.33       416256.67       794177.00
  1966          33            344683.50       378825.67       723509.17
  1966          34            355611.83       387458.67       743070.50
  1966          35            377075.50       409038.00       786113.50
  1966          36            389483.00       419842.17       809325.17
  1966          37            392579.50       420504.50       813084.00
  1966          38            393109.50       406133.50       799243.00
  1966          39            398747.83       377147.83       775895.67
  1966          40            418585.83       361636.67       780222.50
  1966          41            425128.17       337160.17       762288.33
  1966          42            423023.83       316707.33       739731.17
  1966          43            435898.50       325741.17       761639.67
  1966          44            460558.67       342057.83       802616.50
  1966          45            475700.67       345801.17       821501.83
  1966          46            422538.50       304768.50       727307.00
  1966          47            307545.50       223486.33       531031.83
  1966          48            242709.67       178334.50       421044.17
  1966          49            251177.83       184782.33       435960.17
  1966          50            306779.83       222956.50       529736.33
  1966          51            397721.17       285952.00       683673.17
  1966          52            448569.83       326280.67       774850.50
  1966          53            455087.83       338982.50       794070.33
  1966          54            448772.17       337397.17       786169.33
  1966          55            445420.17       332685.67       778105.83
  1966          56            455977.83       341415.50       797393.33
  1966          57            456555.17       345044.50       801599.67
  1966          58            445895.83       342316.67       788212.50
  1966          59            434942.67       337639.67       772582.33
  1966          60            421689.83       335825.33       757515.17
  1966          61            409516.00       334926.67       744442.67
  1966          62            397210.67       321193.00       718403.67
  1966          63            388699.17       309846.50       698545.67
  1966          64            383439.67       300704.33       684144.00
  1966          65            366583.83       283295.67       649879.50
  1966          66            349271.50       261554.50       610826.00
  1966          67            337504.00       237062.17       574566.17
  1966          68            322498.83       213294.84       535793.67
  1966          69            308529.83       194200.33       502730.17
  1966          70            293141.00       177138.17       470279.17
  1966          71            272611.83       159933.83       432545.67
  1966          72            256302.33       147599.00       403901.33
  1966          73            236867.33       136395.17       373262.50
  1966          74            219525.83       126696.17       346222.00
  1966          75            201394.83       116693.83       318088.67
  1966          76            183672.33       106676.17       290348.50
  1966          77            168010.83        97975.67       265986.50
  1966          78            149911.17        88418.83       238330.00
  1966          79            132578.83        78248.00       210826.83
  1966          80            116841.48        69301.29       186142.77
  1966          81            101263.69        60955.27       162218.96
  1966          82             86134.24        52060.75       138194.98
  1966          83             72502.80        44149.41       116652.21
  1966          84             60506.38        37085.93        97592.31
  1966          85             49427.63        30054.95        79482.58
  1966          86             40046.57        24266.16        64312.73
  1966          87             31990.02        19201.21        51191.23
  1966          88             24738.30        14853.13        39591.43
  1966          89             18599.10        11210.89        29809.98
  1966          90             13533.24         8111.83        21645.06
  1966          91              9386.88         5645.28        15032.16
  1966          92              6381.86         3748.41        10130.27
  1966          93              4246.52         2345.38         6591.90
  1966          94              2634.01         1384.53         4018.54
  1966          95              1646.84          830.79         2477.63
  1966          96              1052.67          504.67         1557.34
  1966          97               584.33          276.90          861.24
  1966          98               349.50          161.17          510.67
  1966          99               219.50           97.17          316.67
  1966         100               105.67           51.17          156.83
  1966         101                49.00           21.33           70.33
  1966         102                30.67            8.50           39.17
  1966         103                11.50            3.50           15.00
  1966         104                 2.83            1.00            3.83
  1966         105                 0.50            0.83            1.33
  1966         106                 0.00            0.00            0.00
  1966         107                 0.00            0.00            0.00
  1966         108                 0.00            0.50            0.50
  1966         109                 0.00            0.50            0.50
  1966         110                 0.00            0.00            0.00
  1967           0            495393.36       520254.77      1015648.13
  1967           1            495635.80       519958.15      1015593.95
  1967           2            499648.96       525121.57      1024770.53
  1967           3            503332.24       528801.05      1032133.29
  1967           4            494730.60       519284.98      1014015.58
  1967           5            481612.27       504973.62       986585.89
  1967           6            469721.90       492282.87       962004.77
  1967           7            455267.43       478429.29       933696.71
  1967           8            441213.42       464969.61       906183.03
  1967           9            423320.34       446301.13       869621.47
  1967          10            413250.70       434591.71       847842.41
  1967          11            397856.57       417829.36       815685.94
  1967          12            388042.57       407698.59       795741.16
  1967          13            383852.15       402137.79       785989.94
  1967          14            381308.30       399638.44       780946.74
  1967          15            381090.31       399974.85       781065.16
  1967          16            385415.67       404821.51       790237.18
  1967          17            391061.78       412326.15       803387.93
  1967          18            390008.19       412263.70       802271.88
  1967          19            367899.05       387666.31       755565.36
  1967          20            364904.86       380264.85       745169.71
  1967          21            307113.77       317814.69       624928.45
  1967          22            343393.00       358214.83       701607.83
  1967          23            397099.83       421664.50       818764.33
  1967          24            395282.67       427563.67       822846.33
  1967          25            431176.83       472268.33       903445.17
  1967          26            490942.17       540079.00      1031021.17
  1967          27            505484.00       555077.50      1060561.50
  1967          28            488690.83       534574.00      1023264.83
  1967          29            461164.33       502556.83       963721.17
  1967          30            446964.67       485718.67       932683.33
  1967          31            442111.17       479036.17       921147.33
  1967          32            425796.67       462132.17       887928.83
  1967          33            377261.67       411127.17       788388.83
  1967          34            344132.67       373916.33       718049.00
  1967          35            355064.00       382966.50       738030.50
  1967          36            376609.17       404856.67       781465.83
  1967          37            389004.50       415671.83       804676.33
  1967          38            392055.33       416758.67       808814.00
  1967          39            392547.67       402423.33       794971.00
  1967          40            398236.33       373551.17       771787.50
  1967          41            417949.50       358309.33       776258.83
  1967          42            424380.83       334090.50       758471.33
  1967          43            422242.00       313853.83       736095.83
  1967          44            435051.33       323066.50       758117.83
  1967          45            459478.17       339262.33       798740.50
  1967          46            474546.33       342989.00       817535.33
  1967          47            421301.00       302169.33       723470.33
  1967          48            306584.00       221522.50       528106.50
  1967          49            241801.00       176674.83       418475.83
  1967          50            250284.33       182953.00       433237.33
  1967          51            305589.67       220851.00       526440.67
  1967          52            396089.33       283154.66       679244.00
  1967          53            446664.67       322893.17       769557.83
  1967          54            452783.00       335164.67       787947.67
  1967          55            446439.83       333211.83       779651.67
  1967          56            442867.50       328147.33       771014.83
  1967          57            453118.50       336306.17       789424.67
  1967          58            453402.00       339339.83       792741.83
  1967          59            442413.67       336065.17       778478.83
  1967          60            431542.67       330799.83       762342.50
  1967          61            418271.50       328441.00       746712.50
  1967          62            405572.83       326843.84       732416.67
  1967          63            392767.00       312648.50       705415.50
  1967          64            383896.00       300703.17       684599.17
  1967          65            377952.17       291219.50       669171.67
  1967          66            360704.50       273561.33       634265.83
  1967          67            342807.00       251444.67       594251.67
  1967          68            330471.50       227061.17       557532.67
  1967          69            315000.50       203502.17       518502.67
  1967          70            300327.83       184542.50       484870.33
  1967          71            284239.00       167608.33       451847.33
  1967          72            263185.50       150475.33       413660.83
  1967          73            246273.00       138187.83       384460.83
  1967          74            226326.33       127020.83       353347.17
  1967          75            208505.83       117317.00       325822.83
  1967          76            190044.17       107299.67       297343.83
  1967          77            172012.67        97337.67       269350.34
  1967          78            156164.00        88654.33       244818.33
  1967          79            137929.67        79179.17       217108.83
  1967          80            121630.38        69689.47       191319.84
  1967          81            105020.41        60655.27       165675.68
  1967          82             90085.79        52707.60       142793.39
  1967          83             75530.17        44315.25       119845.43
  1967          84             62813.58        37125.93        99939.50
  1967          85             51597.33        30729.45        82326.78
  1967          86             41499.09        24487.49        65986.58
  1967          87             32939.70        19420.72        52360.41
  1967          88             25813.31        15075.46        40888.77
  1967          89             19607.94        11411.39        31019.32
  1967          90             14488.24         8451.66        22939.90
  1967          91             10217.72         5924.45        16142.17
  1967          92              6928.70         4027.58        10956.28
  1967          93              4635.35         2625.55         7260.90
  1967          94              3014.34         1567.86         4582.21
  1967          95              1798.84          904.85         2703.70
  1967          96              1097.33          532.61         1629.95
  1967          97               677.00          297.34          974.34
  1967          98               357.50          165.23          522.73
  1967          99               208.50           90.33          298.83
  1967         100               117.67           46.50          164.17
  1967         101                60.33           29.33           89.67
  1967         102                29.50            9.67           39.17
  1967         103                17.33            4.17           21.50
  1967         104                 5.00            2.50            7.50
  1967         105                 1.00            1.00            2.00
  1967         106                 0.50            0.50            1.00
  1967         107                 0.00            0.00            0.00
  1967         108                 0.00            0.00            0.00
  1967         109                 0.00            0.50            0.50
  1967         110                 0.00            0.50            0.50
  1968           0            478288.74       502641.69       980930.43
  1968           1            491178.35       514725.93      1005904.28
  1968           2            494854.35       518916.73      1013771.08
  1968           3            499587.88       525059.28      1024647.16
  1968           4            503555.68       528983.92      1032539.60
  1968           5            494985.49       519569.15      1014554.64
  1968           6            481734.01       505049.64       986783.66
  1968           7            470037.07       492447.28       962484.36
  1968           8            455752.60       478804.32       934556.92
  1968           9            441691.07       465446.91       907137.98
  1968          10            423935.73       446820.31       870756.04
  1968          11            413916.69       435137.23       849053.91
  1968          12            398544.01       418460.97       817004.97
  1968          13            388774.40       408262.78       797037.18
  1968          14            384741.40       403034.60       787776.00
  1968          15            382424.66       400798.76       783223.43
  1968          16            382423.04       401200.75       783623.79
  1968          17            387016.65       406458.50       793475.14
  1968          18            394683.25       415347.22       810030.46
  1968          19            393930.26       414479.67       808409.93
  1968          20            371010.20       387189.29       758199.49
  1968          21            366854.61       380958.50       747813.11
  1968          22            308246.21       319967.69       628213.91
  1968          23            343969.50       361255.67       705225.17
  1968          24            397127.17       423733.50       820860.67
  1968          25            394930.67       427953.17       822883.83
  1968          26            430710.83       471614.33       902325.17
  1968          27            489916.83       537234.17      1027151.00
  1968          28            504662.83       552671.17      1057334.00
  1968          29            487933.67       531743.83      1019677.50
  1968          30            460400.67       499854.67       960255.33
  1968          31            446298.50       482878.67       929177.17
  1968          32            441431.00       476408.83       917839.83
  1968          33            425252.50       459458.33       884710.83
  1968          34            376973.00       408800.83       785773.83
  1968          35            343864.33       372247.17       716111.50
  1968          36            354780.50       380879.50       735660.00
  1968          37            376227.00       402718.17       778945.17
  1968          38            388712.00       413811.00       802523.00
  1968          39            391600.67       414743.83       806344.50
  1968          40            392123.83       400437.33       792561.17
  1968          41            397611.33       371524.17       769135.50
  1968          42            417297.33       356506.67       773804.00
  1968          43            423558.67       332294.33       755853.00
  1968          44            421420.17       312054.67       733474.83
  1968          45            434088.17       321116.00       755204.17
  1968          46            458356.67       337175.83       795532.50
  1968          47            473184.17       340761.50       813945.67
  1968          48            420062.83       300155.00       720217.83
  1968          49            305481.83       219868.33       525350.17
  1968          50            240901.83       175136.00       416037.83
  1968          51            249169.83       181293.83       430463.67
  1968          52            304156.67       218694.66       522851.33
  1968          53            394220.17       280301.50       674521.67
  1968          54            444425.83       319445.83       763871.67
  1968          55            450342.33       331188.33       781530.67
  1968          56            443807.50       328792.67       772600.17
  1968          57            439987.33       323365.00       763352.33
  1968          58            449972.17       330815.50       780787.67
  1968          59            449742.50       333268.50       783011.00
  1968          60            439008.33       329185.00       768193.33
  1968          61            428033.83       323433.17       751467.00
  1968          62            414176.67       320333.67       734510.33
  1968          63            400917.83       318048.50       718966.33
  1968          64            387702.67       303400.67       691103.33
  1968          65            378244.17       290914.33       669158.50
  1968          66            371688.00       281063.83       652751.83
  1968          67            353964.17       262795.17       616759.33
  1968          68            335506.33       240511.83       576018.17
  1968          69            322435.83       216258.00       538693.83
  1968          70            306402.67       193031.83       499434.50
  1968          71            290861.33       174226.83       465088.17
  1968          72            274228.83       157372.00       431600.83
  1968          73            252527.00       140471.33       392998.33
  1968          74            234882.83       128210.67       363093.50
  1968          75            214683.00       117252.17       331935.17
  1968          76            196458.17       107516.83       303975.00
  1968          77            177678.83        97483.00       275161.83
  1968          78            159581.67        87604.83       247186.50
  1968          79            143470.83        79173.00       222643.83
  1968          80            126407.98        70167.84       196575.82
  1968          81            109073.01        60781.64       169854.64
  1968          82             93056.38        52180.45       145236.83
  1968          83             78701.58        44649.45       123351.04
  1968          84             64981.31        37049.62       102030.93
  1968          85             53267.55        30525.14        83792.69
  1968          86             43016.63        24744.02        67760.65
  1968          87             33928.90        19444.74        53373.64
  1968          88             26428.68        15080.64        41509.31
  1968          89             20251.80        11429.06        31680.86
  1968          90             15057.26         8491.67        23548.92
  1968          91             10824.73         6108.79        16933.52
  1968          92              7438.38         4145.91        11584.29
  1968          93              4945.19         2766.38         7711.58
  1968          94              3212.68         1717.03         4929.71
  1968          95              2023.51          986.52         3010.03
  1968          96              1175.17          567.68         1742.85
  1968          97               691.17          318.78         1009.95
  1968          98               402.00          181.01          583.01
  1968          99               193.67           88.06          281.73
  1968         100               112.83           41.67          154.50
  1968         101                64.00           21.83           85.83
  1968         102                28.83           12.67           41.50
  1968         103                16.67            3.17           19.83
  1968         104                 8.17            3.17           11.33
  1968         105                 1.67            1.17            2.83
  1968         106                 0.67            0.67            1.33
  1968         107                 0.17            0.17            0.33
  1968         108                 0.00            0.00            0.00
  1968         109                 0.00            0.00            0.00
  1968         110                 0.00            1.00            1.00
  1969           0            449476.10       472759.01       922235.11
  1969           1            476099.98       499430.58       975530.57
  1969           2            491800.70       515337.87      1007138.57
  1969           3            496000.26       520305.11      1016305.37
  1969           4            500917.35       526676.50      1027593.85
  1969           5            504825.24       530613.53      1035438.78
  1969           6            496059.13       520692.84      1016751.97
  1969           7            482754.96       506160.89       988915.86
  1969           8            471238.99       493750.43       964989.42
  1969           9            457025.15       480247.36       937272.51
  1969          10            442998.83       466799.65       909798.48
  1969          11            425302.94       448122.92       873425.87
  1969          12            415273.61       436462.63       851736.24
  1969          13            399976.74       419864.19       819840.93
  1969          14            390482.32       410139.87       800622.19
  1969          15            386975.38       405568.09       792543.48
  1969          16            385168.74       403807.28       788976.02
  1969          17            386064.86       405196.58       791261.44
  1969          18            394750.33       413945.79       808696.11
  1969          19            404061.96       423132.98       827194.95
  1969          20            402888.90       420102.79       822991.69
  1969          21            378474.24       396395.43       774869.67
  1969          22            373840.79       393751.79       767592.58
  1969          23            313605.05       334384.05       647989.11
  1969          24            348582.50       375117.17       723699.67
  1969          25            401167.83       435950.67       837118.50
  1969          26            398443.67       439110.00       837553.67
  1969          27            433890.50       482184.17       916074.67
  1969          28            492667.67       547381.33      1040049.00
  1969          29            507734.17       562928.34      1070662.50
  1969          30            490551.33       540708.67      1031260.00
  1969          31            462948.33       508098.17       971046.50
  1969          32            448673.67       490738.50       939412.17
  1969          33            443672.33       483551.84       927224.17
  1969          34            427488.83       466182.17       893671.00
  1969          35            379046.67       416277.50       795324.17
  1969          36            345724.83       378008.00       723732.83
  1969          37            356352.00       385722.00       742074.00
  1969          38            377597.00       406976.83       784573.83
  1969          39            389921.00       417622.50       807543.50
  1969          40            392433.00       417858.50       810291.50
  1969          41            392667.17       402821.50       795488.67
  1969          42            397927.67       373336.17       771263.83
  1969          43            417429.17       357857.83       775287.00
  1969          44            423437.33       333079.33       756516.67
  1969          45            421134.17       312407.83       733542.00
  1969          46            433537.17       320995.33       754532.50
  1969          47            457563.83       336702.17       794266.00
  1969          48            472108.83       339813.33       811922.17
  1969          49            418909.17       299109.67       718018.83
  1969          50            304514.50       218937.00       523451.50
  1969          51            240005.00       174103.17       414108.17
  1969          52            248123.33       180032.00       428155.33
  1969          53            302757.17       216912.17       519669.33
  1969          54            392363.33       277713.83       670077.17
  1969          55            442122.50       316161.50       758284.00
  1969          56            447781.50       327292.67       775074.17
  1969          57            441014.67       324363.67       765378.33
  1969          58            436898.00       318279.83       755177.83
  1969          59            446443.67       325157.50       771601.17
  1969          60            446239.50       326574.50       772814.00
  1969          61            435409.33       321829.50       757238.83
  1969          62            423882.67       315413.67       739296.34
  1969          63            409464.83       311463.83       720928.67
  1969          64            395740.50       308520.00       704260.50
  1969          65            381871.17       293300.00       675171.17
  1969          66            371792.50       280502.83       652295.33
  1969          67            364477.50       269657.17       634134.67
  1969          68            346304.67       251086.17       597390.83
  1969          69            327128.33       228618.84       555747.17
  1969          70            313428.00       204648.67       518076.67
  1969          71            296577.50       181687.00       478264.50
  1969          72            280320.33       163109.17       443429.50
  1969          73            262943.17       146511.00       409454.17
  1969          74            240727.00       129919.83       370646.83
  1969          75            222563.17       117848.17       340411.33
  1969          76            201939.83       107052.50       308992.34
  1969          77            183652.17        97491.33       281143.50
  1969          78            164613.00        87518.50       252131.50
  1969          79            146492.67        78002.50       224495.17
  1969          80            129463.76        68968.39       198432.15
  1969          81            113400.47        61075.89       174476.36
  1969          82             96535.33        52142.69       148678.02
  1969          83             81272.86        44089.34       125362.20
  1969          84             67566.07        37236.02       104802.09
  1969          85             54935.29        30430.03        85365.32
  1969          86             44241.20        24483.89        68725.09
  1969          87             35081.62        19527.61        54609.23
  1969          88             27170.55        15089.01        42259.56
  1969          89             20660.50        11416.76        32077.26
  1969          90             15470.45         8479.86        23950.31
  1969          91             11202.75         6143.64        17346.39
  1969          92              7867.56         4273.26        12140.82
  1969          93              5257.37         2831.39         8088.77
  1969          94              3399.69         1812.54         5212.23
  1969          95              2148.52         1079.02         3227.54
  1969          96              1323.34          616.34         1939.69
  1969          97               735.84          344.84         1080.68
  1969          98               424.33          196.61          620.94
  1969          99               228.33           90.17          318.51
  1969         100               115.50           47.56          163.06
  1969         101                56.50           21.33           77.83
  1969         102                31.33           11.17           42.50
  1969         103                16.67            2.83           19.50
  1969         104                 7.83            1.83            9.67
  1969         105                 3.50            1.17            4.67
  1969         106                 0.00            0.50            0.50
  1969         107                 0.00            0.00            0.00
  1969         108                 0.00            0.00            0.00
  1969         109                 0.00            0.00            0.00
  1969         110                 0.00            0.67            0.67
  1970           0            404447.78       425183.14       829630.91
  1970           1            445893.56       468043.43       913936.99
  1970           2            474908.19       498736.69       973644.88
  1970           3            490120.11       513889.18      1004009.29
  1970           4            494466.04       519504.32      1013970.36
  1970           5            500847.01       527227.68      1028074.69
  1970           6            503853.42       529856.53      1033709.96
  1970           7            494654.56       519323.99      1013978.55
  1970           8            481083.18       504771.95       985855.13
  1970           9            470279.70       493165.88       963445.58
  1970          10            457742.66       481323.94       939066.60
  1970          11            441831.48       466208.59       908040.07
  1970          12            425791.06       449235.87       875026.92
  1970          13            415377.92       437027.94       852405.86
  1970          14            399984.35       420899.64       820883.98
  1970          15            391524.14       412553.54       804077.68
  1970          16            390976.30       409438.25       800414.55
  1970          17            388313.04       407023.41       795336.45
  1970          18            392638.34       411691.83       804330.17
  1970          19            401277.92       417780.25       819058.16
  1970          20            408383.10       423760.31       832143.41
  1970          21            405399.89       427257.66       832657.55
  1970          22            380253.72       401993.27       782246.99
  1970          23            375304.04       400967.85       776271.89
  1970          24            313775.74       338430.41       652206.15
  1970          25            348916.50       378700.00       727616.50
  1970          26            400121.33       434928.17       835049.50
  1970          27            397126.33       437979.50       835105.83
  1970          28            434053.83       482377.33       916431.17
  1970          29            493538.00       547230.50      1040768.50
  1970          30            510224.17       564991.00      1075215.17
  1970          31            492964.17       543897.33      1036861.50
  1970          32            465649.17       513209.17       978858.33
  1970          33            451589.67       496177.17       947766.83
  1970          34            445781.50       488367.50       934149.00
  1970          35            429381.00       471578.17       900959.17
  1970          36            380283.67       419809.83       800093.50
  1970          37            346849.17       380431.83       727281.00
  1970          38            357416.00       387873.00       745289.00
  1970          39            377731.17       407648.67       785379.83
  1970          40            389769.33       417613.17       807382.50
  1970          41            391681.50       417385.00       809066.50
  1970          42            391395.33       401841.00       793236.33
  1970          43            397234.83       372145.00       769379.83
  1970          44            415725.17       356190.50       771915.67
  1970          45            421844.17       330961.67       752805.83
  1970          46            419599.17       310455.67       730054.83
  1970          47            431301.17       318583.33       749884.50
  1970          48            454963.50       333922.33       788885.83
  1970          49            469097.33       337058.17       806155.50
  1970          50            416011.00       295968.67       711979.67
  1970          51            301988.83       216621.50       518610.33
  1970          52            238182.67       172392.33       410575.00
  1970          53            246947.83       178452.33       425400.17
  1970          54            300440.50       214635.66       515076.17
  1970          55            389699.50       274747.00       664446.50
  1970          56            438283.33       312495.83       750779.17
  1970          57            444872.50       323105.16       767977.67
  1970          58            437181.17       319285.17       756466.33
  1970          59            433312.83       313074.67       746387.50
  1970          60            441788.00       318468.50       760256.50
  1970          61            440754.67       318457.67       759212.33
  1970          62            429525.83       313601.00       743126.83
  1970          63            418513.67       307033.00       725546.66
  1970          64            402869.67       302031.33       704901.00
  1970          65            389218.17       298891.66       688109.83
  1970          66            374926.17       283404.33       658330.50
  1970          67            364926.17       270889.00       635815.16
